date,province,district_or_city,scenario,rainfall_mm
2006-10,Punjab,Lahore,historical,66.2
2006-11,Punjab,Lahore,historical,54.1
2006-12,Punjab,Lahore,historical,59.9
2007-01,Punjab,Lahore,historical,85.5
2007-02,Punjab,Lahore,historical,96.2
2007-03,Punjab,Lahore,historical,95.4
2007-04,Punjab,Lahore,historical,117.9
2007-05,Punjab,Lahore,historical,106.4
2007-06,Punjab,Lahore,historical,87.0
2007-07,Punjab,Lahore,historical,60.9
2007-08,Punjab,Lahore,historical,73.7
2007-09,Punjab,Lahore,historical,59.5
2007-10,Punjab,Lahore,historical,56.0
2007-11,Punjab,Lahore,historical,75.2
2007-12,Punjab,Lahore,historical,37.9
2008-01,Punjab,Lahore,historical,98.0
2008-02,Punjab,Lahore,historical,113.1
2008-03,Punjab,Lahore,historical,94.5
2008-04,Punjab,Lahore,historical,122.8
2008-05,Punjab,Lahore,historical,96.6
2008-06,Punjab,Lahore,historical,83.6
2008-07,Punjab,Lahore,historical,81.2
2008-08,Punjab,Lahore,historical,91.0
2008-09,Punjab,Lahore,historical,62.8
2008-10,Punjab,Lahore,historical,55.2
2008-11,Punjab,Lahore,historical,69.2
2008-12,Punjab,Lahore,historical,60.9
2009-01,Punjab,Lahore,historical,100.8
2009-02,Punjab,Lahore,historical,115.7
2009-03,Punjab,Lahore,historical,111.8
2009-04,Punjab,Lahore,historical,100.6
2009-05,Punjab,Lahore,historical,119.7
2009-06,Punjab,Lahore,historical,100.0
2009-07,Punjab,Lahore,historical,90.3
2009-08,Punjab,Lahore,historical,82.5
2009-09,Punjab,Lahore,historical,63.7
2009-10,Punjab,Lahore,historical,43.5
2009-11,Punjab,Lahore,historical,76.6
2009-12,Punjab,Lahore,historical,71.9
2010-01,Punjab,Lahore,historical,86.4
2010-02,Punjab,Lahore,historical,103.9
2010-03,Punjab,Lahore,historical,110.4
2010-04,Punjab,Lahore,historical,119.5
2010-05,Punjab,Lahore,historical,109.0
2010-06,Punjab,Lahore,historical,94.2
2010-07,Punjab,Lahore,historical,75.7
2010-08,Punjab,Lahore,historical,62.2
2010-09,Punjab,Lahore,historical,54.8
2010-10,Punjab,Lahore,historical,66.7
2010-11,Punjab,Lahore,historical,54.2
2010-12,Punjab,Lahore,historical,67.1
2011-01,Punjab,Lahore,historical,81.2
2011-02,Punjab,Lahore,historical,102.9
2011-03,Punjab,Lahore,historical,114.5
2011-04,Punjab,Lahore,historical,134.5
2011-05,Punjab,Lahore,historical,89.4
2011-06,Punjab,Lahore,historical,93.6
2011-07,Punjab,Lahore,historical,89.5
2011-08,Punjab,Lahore,historical,47.8
2011-09,Punjab,Lahore,historical,79.7
2011-10,Punjab,Lahore,historical,53.1
2011-11,Punjab,Lahore,historical,48.6
2011-12,Punjab,Lahore,historical,80.4
2012-01,Punjab,Lahore,historical,55.4
2012-02,Punjab,Lahore,historical,99.0
2012-03,Punjab,Lahore,historical,94.4
2012-04,Punjab,Lahore,historical,110.1
2012-05,Punjab,Lahore,historical,111.2
2012-06,Punjab,Lahore,historical,106.1
2012-07,Punjab,Lahore,historical,87.5
2012-08,Punjab,Lahore,historical,94.1
2012-09,Punjab,Lahore,historical,59.1
2012-10,Punjab,Lahore,historical,50.4
2012-11,Punjab,Lahore,historical,73.4
2012-12,Punjab,Lahore,historical,67.7
2013-01,Punjab,Lahore,historical,87.6
2013-02,Punjab,Lahore,historical,48.0
2013-03,Punjab,Lahore,historical,112.1
2013-04,Punjab,Lahore,historical,109.4
2013-05,Punjab,Lahore,historical,101.2
2013-06,Punjab,Lahore,historical,88.3
2013-07,Punjab,Lahore,historical,93.5
2013-08,Punjab,Lahore,historical,43.4
2013-09,Punjab,Lahore,historical,97.0
2013-10,Punjab,Lahore,historical,68.8
2013-11,Punjab,Lahore,historical,62.9
2013-12,Punjab,Lahore,historical,91.9
2014-01,Punjab,Lahore,historical,85.8
2014-02,Punjab,Lahore,historical,85.4
2014-03,Punjab,Lahore,historical,119.2
2014-04,Punjab,Lahore,historical,90.2
2014-05,Punjab,Lahore,historical,113.9
2014-06,Punjab,Lahore,historical,111.1
2014-07,Punjab,Lahore,historical,89.0
2014-08,Punjab,Lahore,historical,50.7
2014-09,Punjab,Lahore,historical,60.8
2014-10,Punjab,Lahore,historical,53.1
2014-11,Punjab,Lahore,historical,49.2
2014-12,Punjab,Lahore,historical,40.1
2015-01,Punjab,Lahore,ssp245,67.1
2015-02,Punjab,Lahore,ssp245,90.0
2015-03,Punjab,Lahore,ssp245,121.3
2015-04,Punjab,Lahore,ssp245,146.1
2015-05,Punjab,Lahore,ssp245,118.0
2015-06,Punjab,Lahore,ssp245,86.6
2015-07,Punjab,Lahore,ssp245,77.5
2015-08,Punjab,Lahore,ssp245,83.1
2015-09,Punjab,Lahore,ssp245,66.9
2015-10,Punjab,Lahore,ssp245,60.3
2015-11,Punjab,Lahore,ssp245,62.2
2015-12,Punjab,Lahore,ssp245,84.9
2016-01,Punjab,Lahore,ssp245,112.3
2016-02,Punjab,Lahore,ssp245,97.5
2016-03,Punjab,Lahore,ssp245,109.7
2016-04,Punjab,Lahore,ssp245,118.0
2016-05,Punjab,Lahore,ssp245,101.9
2016-06,Punjab,Lahore,ssp245,69.4
2016-07,Punjab,Lahore,ssp245,90.3
2016-08,Punjab,Lahore,ssp245,60.5
2016-09,Punjab,Lahore,ssp245,76.9
2016-10,Punjab,Lahore,ssp245,58.6
2016-11,Punjab,Lahore,ssp245,79.4
2016-12,Punjab,Lahore,ssp245,59.3
2017-01,Punjab,Lahore,ssp245,99.0
2017-02,Punjab,Lahore,ssp245,77.3
2017-03,Punjab,Lahore,ssp245,120.8
2017-04,Punjab,Lahore,ssp245,109.4
2017-05,Punjab,Lahore,ssp245,120.9
2017-06,Punjab,Lahore,ssp245,94.1
2017-07,Punjab,Lahore,ssp245,93.7
2017-08,Punjab,Lahore,ssp245,77.5
2017-09,Punjab,Lahore,ssp245,65.8
2017-10,Punjab,Lahore,ssp245,62.9
2017-11,Punjab,Lahore,ssp245,82.7
2017-12,Punjab,Lahore,ssp245,64.0
2018-01,Punjab,Lahore,ssp245,103.5
2018-02,Punjab,Lahore,ssp245,94.7
2018-03,Punjab,Lahore,ssp245,125.2
2018-04,Punjab,Lahore,ssp245,143.7
2018-05,Punjab,Lahore,ssp245,99.4
2018-06,Punjab,Lahore,ssp245,71.8
2018-07,Punjab,Lahore,ssp245,87.9
2018-08,Punjab,Lahore,ssp245,63.0
2018-09,Punjab,Lahore,ssp245,55.0
2018-10,Punjab,Lahore,ssp245,53.9
2018-11,Punjab,Lahore,ssp245,55.1
2018-12,Punjab,Lahore,ssp245,90.8
2019-01,Punjab,Lahore,ssp245,100.8
2019-02,Punjab,Lahore,ssp245,115.3
2019-03,Punjab,Lahore,ssp245,140.4
2019-04,Punjab,Lahore,ssp245,104.4
2019-05,Punjab,Lahore,ssp245,78.4
2019-06,Punjab,Lahore,ssp245,126.8
2019-07,Punjab,Lahore,ssp245,90.0
2019-08,Punjab,Lahore,ssp245,72.2
2019-09,Punjab,Lahore,ssp245,39.5
2019-10,Punjab,Lahore,ssp245,41.7
2019-11,Punjab,Lahore,ssp245,71.9
2019-12,Punjab,Lahore,ssp245,71.4
2020-01,Punjab,Lahore,ssp245,59.4
2020-02,Punjab,Lahore,ssp245,89.1
2020-03,Punjab,Lahore,ssp245,125.1
2020-04,Punjab,Lahore,ssp245,131.9
2020-05,Punjab,Lahore,ssp245,114.4
2020-06,Punjab,Lahore,ssp245,138.2
2020-07,Punjab,Lahore,ssp245,101.0
2020-08,Punjab,Lahore,ssp245,97.3
2020-09,Punjab,Lahore,ssp245,81.0
2020-10,Punjab,Lahore,ssp245,70.8
2020-11,Punjab,Lahore,ssp245,46.6
2020-12,Punjab,Lahore,ssp245,53.5
2021-01,Punjab,Lahore,ssp245,78.6
2021-02,Punjab,Lahore,ssp245,105.5
2021-03,Punjab,Lahore,ssp245,112.5
2021-04,Punjab,Lahore,ssp245,121.1
2021-05,Punjab,Lahore,ssp245,112.4
2021-06,Punjab,Lahore,ssp245,108.7
2021-07,Punjab,Lahore,ssp245,101.4
2021-08,Punjab,Lahore,ssp245,74.9
2021-09,Punjab,Lahore,ssp245,61.0
2021-10,Punjab,Lahore,ssp245,27.2
2021-11,Punjab,Lahore,ssp245,76.1
2021-12,Punjab,Lahore,ssp245,65.1
2022-01,Punjab,Lahore,ssp245,77.4
2022-02,Punjab,Lahore,ssp245,114.4
2022-03,Punjab,Lahore,ssp245,125.3
2022-04,Punjab,Lahore,ssp245,126.0
2022-05,Punjab,Lahore,ssp245,125.9
2022-06,Punjab,Lahore,ssp245,89.3
2022-07,Punjab,Lahore,ssp245,86.7
2022-08,Punjab,Lahore,ssp245,68.7
2022-09,Punjab,Lahore,ssp245,88.0
2022-10,Punjab,Lahore,ssp245,73.2
2022-11,Punjab,Lahore,ssp245,62.7
2022-12,Punjab,Lahore,ssp245,87.0
2023-01,Punjab,Lahore,ssp245,95.0
2023-02,Punjab,Lahore,ssp245,102.6
2023-03,Punjab,Lahore,ssp245,120.4
2023-04,Punjab,Lahore,ssp245,129.2
2023-05,Punjab,Lahore,ssp245,112.7
2023-06,Punjab,Lahore,ssp245,88.3
2023-07,Punjab,Lahore,ssp245,95.2
2023-08,Punjab,Lahore,ssp245,73.3
2023-09,Punjab,Lahore,ssp245,51.8
2023-10,Punjab,Lahore,ssp245,53.0
2023-11,Punjab,Lahore,ssp245,63.6
2023-12,Punjab,Lahore,ssp245,77.4
2024-01,Punjab,Lahore,ssp245,98.3
2024-02,Punjab,Lahore,ssp245,102.3
2024-03,Punjab,Lahore,ssp245,121.2
2024-04,Punjab,Lahore,ssp245,114.3
2024-05,Punjab,Lahore,ssp245,122.6
2024-06,Punjab,Lahore,ssp245,110.6
2024-07,Punjab,Lahore,ssp245,98.9
2024-08,Punjab,Lahore,ssp245,96.3
2024-09,Punjab,Lahore,ssp245,63.9
2024-10,Punjab,Lahore,ssp245,43.3
2024-11,Punjab,Lahore,ssp245,66.7
2024-12,Punjab,Lahore,ssp245,88.5
2025-01,Punjab,Lahore,ssp245,92.4
2025-02,Punjab,Lahore,ssp245,110.2
2025-03,Punjab,Lahore,ssp245,94.1
2025-04,Punjab,Lahore,ssp245,109.3
2025-05,Punjab,Lahore,ssp245,123.4
2025-06,Punjab,Lahore,ssp245,116.4
2025-07,Punjab,Lahore,ssp245,82.8
2025-08,Punjab,Lahore,ssp245,83.4
2025-09,Punjab,Lahore,ssp245,59.4
2025-10,Punjab,Lahore,ssp245,50.0
2025-11,Punjab,Lahore,ssp245,69.6
2025-12,Punjab,Lahore,ssp245,81.8
2026-01,Punjab,Lahore,ssp245,98.1
2026-02,Punjab,Lahore,ssp245,116.4
2026-03,Punjab,Lahore,ssp245,139.0
2026-04,Punjab,Lahore,ssp245,133.4
2026-05,Punjab,Lahore,ssp245,112.8
2026-06,Punjab,Lahore,ssp245,119.5
2026-07,Punjab,Lahore,ssp245,74.5
2026-08,Punjab,Lahore,ssp245,80.9
2026-09,Punjab,Lahore,ssp245,83.1
2026-10,Punjab,Lahore,ssp245,74.6
2026-11,Punjab,Lahore,ssp245,80.4
2026-12,Punjab,Lahore,ssp245,104.6
2027-01,Punjab,Lahore,ssp245,84.4
2027-02,Punjab,Lahore,ssp245,118.2
2027-03,Punjab,Lahore,ssp245,117.0
2027-04,Punjab,Lahore,ssp245,136.5
2027-05,Punjab,Lahore,ssp245,119.9
2027-06,Punjab,Lahore,ssp245,118.4
2027-07,Punjab,Lahore,ssp245,114.4
2027-08,Punjab,Lahore,ssp245,88.7
2027-09,Punjab,Lahore,ssp245,67.8
2027-10,Punjab,Lahore,ssp245,62.1
2027-11,Punjab,Lahore,ssp245,61.7
2027-12,Punjab,Lahore,ssp245,94.3
2028-01,Punjab,Lahore,ssp245,111.9
2028-02,Punjab,Lahore,ssp245,105.8
2028-03,Punjab,Lahore,ssp245,95.8
2028-04,Punjab,Lahore,ssp245,114.8
2028-05,Punjab,Lahore,ssp245,125.0
2028-06,Punjab,Lahore,ssp245,97.0
2028-07,Punjab,Lahore,ssp245,70.1
2028-08,Punjab,Lahore,ssp245,75.8
2028-09,Punjab,Lahore,ssp245,45.1
2028-10,Punjab,Lahore,ssp245,72.0
2028-11,Punjab,Lahore,ssp245,66.4
2028-12,Punjab,Lahore,ssp245,82.6
2029-01,Punjab,Lahore,ssp245,112.6
2029-02,Punjab,Lahore,ssp245,98.1
2029-03,Punjab,Lahore,ssp245,92.4
2029-04,Punjab,Lahore,ssp245,123.6
2029-05,Punjab,Lahore,ssp245,126.4
2029-06,Punjab,Lahore,ssp245,91.7
2029-07,Punjab,Lahore,ssp245,91.6
2029-08,Punjab,Lahore,ssp245,78.0
2029-09,Punjab,Lahore,ssp245,72.7
2029-10,Punjab,Lahore,ssp245,60.8
2029-11,Punjab,Lahore,ssp245,107.0
2029-12,Punjab,Lahore,ssp245,79.4
2030-01,Punjab,Lahore,ssp245,99.2
2030-02,Punjab,Lahore,ssp245,104.6
2030-03,Punjab,Lahore,ssp245,87.0
2030-04,Punjab,Lahore,ssp245,142.8
2030-05,Punjab,Lahore,ssp245,80.5
2030-06,Punjab,Lahore,ssp245,128.7
2030-07,Punjab,Lahore,ssp245,80.2
2030-08,Punjab,Lahore,ssp245,65.9
2030-09,Punjab,Lahore,ssp245,71.9
2030-10,Punjab,Lahore,ssp245,98.1
2030-11,Punjab,Lahore,ssp245,77.6
2030-12,Punjab,Lahore,ssp245,81.3
2031-01,Punjab,Lahore,ssp245,87.9
2031-02,Punjab,Lahore,ssp245,120.2
2031-03,Punjab,Lahore,ssp245,117.3
2031-04,Punjab,Lahore,ssp245,135.1
2031-05,Punjab,Lahore,ssp245,96.9
2031-06,Punjab,Lahore,ssp245,119.0
2031-07,Punjab,Lahore,ssp245,102.4
2031-08,Punjab,Lahore,ssp245,66.8
2031-09,Punjab,Lahore,ssp245,61.0
2031-10,Punjab,Lahore,ssp245,68.8
2031-11,Punjab,Lahore,ssp245,68.2
2031-12,Punjab,Lahore,ssp245,88.5
2032-01,Punjab,Lahore,ssp245,80.2
2032-02,Punjab,Lahore,ssp245,101.3
2032-03,Punjab,Lahore,ssp245,150.4
2032-04,Punjab,Lahore,ssp245,116.0
2032-05,Punjab,Lahore,ssp245,117.7
2032-06,Punjab,Lahore,ssp245,110.8
2032-07,Punjab,Lahore,ssp245,95.6
2032-08,Punjab,Lahore,ssp245,101.0
2032-09,Punjab,Lahore,ssp245,67.9
2032-10,Punjab,Lahore,ssp245,82.7
2032-11,Punjab,Lahore,ssp245,64.4
2032-12,Punjab,Lahore,ssp245,95.7
2033-01,Punjab,Lahore,ssp245,96.9
2033-02,Punjab,Lahore,ssp245,111.5
2033-03,Punjab,Lahore,ssp245,122.9
2033-04,Punjab,Lahore,ssp245,134.9
2033-05,Punjab,Lahore,ssp245,108.7
2033-06,Punjab,Lahore,ssp245,101.5
2033-07,Punjab,Lahore,ssp245,126.5
2033-08,Punjab,Lahore,ssp245,92.9
2033-09,Punjab,Lahore,ssp245,71.6
2033-10,Punjab,Lahore,ssp245,80.9
2033-11,Punjab,Lahore,ssp245,75.6
2033-12,Punjab,Lahore,ssp245,57.6
2034-01,Punjab,Lahore,ssp245,102.8
2034-02,Punjab,Lahore,ssp245,113.1
2034-03,Punjab,Lahore,ssp245,129.5
2034-04,Punjab,Lahore,ssp245,118.8
2034-05,Punjab,Lahore,ssp245,122.3
2034-06,Punjab,Lahore,ssp245,129.8
2034-07,Punjab,Lahore,ssp245,99.2
2034-08,Punjab,Lahore,ssp245,81.8
2034-09,Punjab,Lahore,ssp245,81.9
2034-10,Punjab,Lahore,ssp245,68.4
2034-11,Punjab,Lahore,ssp245,91.2
2034-12,Punjab,Lahore,ssp245,85.4
2035-01,Punjab,Lahore,ssp245,106.3
2035-02,Punjab,Lahore,ssp245,106.5
2035-03,Punjab,Lahore,ssp245,109.8
2035-04,Punjab,Lahore,ssp245,139.0
2035-05,Punjab,Lahore,ssp245,129.5
2035-06,Punjab,Lahore,ssp245,124.2
2035-07,Punjab,Lahore,ssp245,111.6
2035-08,Punjab,Lahore,ssp245,69.3
2035-09,Punjab,Lahore,ssp245,79.7
2035-10,Punjab,Lahore,ssp245,48.6
2035-11,Punjab,Lahore,ssp245,85.0
2035-12,Punjab,Lahore,ssp245,74.6
2036-01,Punjab,Lahore,ssp245,108.6
2036-02,Punjab,Lahore,ssp245,126.0
2036-03,Punjab,Lahore,ssp245,119.9
2036-04,Punjab,Lahore,ssp245,130.4
2036-05,Punjab,Lahore,ssp245,142.8
2036-06,Punjab,Lahore,ssp245,95.5
2036-07,Punjab,Lahore,ssp245,111.4
2036-08,Punjab,Lahore,ssp245,90.8
2036-09,Punjab,Lahore,ssp245,91.4
2036-10,Punjab,Lahore,ssp245,54.1
2036-11,Punjab,Lahore,ssp245,79.3
2036-12,Punjab,Lahore,ssp245,103.8
2037-01,Punjab,Lahore,ssp245,121.1
2037-02,Punjab,Lahore,ssp245,107.6
2037-03,Punjab,Lahore,ssp245,124.2
2037-04,Punjab,Lahore,ssp245,155.5
2037-05,Punjab,Lahore,ssp245,109.6
2037-06,Punjab,Lahore,ssp245,117.3
2037-07,Punjab,Lahore,ssp245,106.3
2037-08,Punjab,Lahore,ssp245,92.4
2037-09,Punjab,Lahore,ssp245,68.0
2037-10,Punjab,Lahore,ssp245,88.9
2037-11,Punjab,Lahore,ssp245,91.7
2037-12,Punjab,Lahore,ssp245,114.0
2038-01,Punjab,Lahore,ssp245,94.3
2038-02,Punjab,Lahore,ssp245,112.3
2038-03,Punjab,Lahore,ssp245,143.0
2038-04,Punjab,Lahore,ssp245,156.1
2038-05,Punjab,Lahore,ssp245,128.8
2038-06,Punjab,Lahore,ssp245,99.1
2038-07,Punjab,Lahore,ssp245,102.2
2038-08,Punjab,Lahore,ssp245,103.6
2038-09,Punjab,Lahore,ssp245,89.8
2038-10,Punjab,Lahore,ssp245,91.8
2038-11,Punjab,Lahore,ssp245,106.1
2038-12,Punjab,Lahore,ssp245,85.9
2039-01,Punjab,Lahore,ssp245,93.8
2039-02,Punjab,Lahore,ssp245,103.9
2039-03,Punjab,Lahore,ssp245,128.2
2039-04,Punjab,Lahore,ssp245,146.7
2039-05,Punjab,Lahore,ssp245,152.2
2039-06,Punjab,Lahore,ssp245,122.6
2039-07,Punjab,Lahore,ssp245,106.1
2039-08,Punjab,Lahore,ssp245,90.4
2039-09,Punjab,Lahore,ssp245,97.8
2039-10,Punjab,Lahore,ssp245,68.5
2039-11,Punjab,Lahore,ssp245,80.8
2039-12,Punjab,Lahore,ssp245,91.4
2040-01,Punjab,Lahore,ssp245,106.1
2040-02,Punjab,Lahore,ssp245,143.8
2040-03,Punjab,Lahore,ssp245,119.2
2040-04,Punjab,Lahore,ssp245,166.3
2040-05,Punjab,Lahore,ssp245,122.4
2040-06,Punjab,Lahore,ssp245,110.2
2040-07,Punjab,Lahore,ssp245,98.4
2040-08,Punjab,Lahore,ssp245,101.4
2040-09,Punjab,Lahore,ssp245,82.8
2040-10,Punjab,Lahore,ssp245,93.8
2040-11,Punjab,Lahore,ssp245,72.5
2040-12,Punjab,Lahore,ssp245,71.8
2041-01,Punjab,Lahore,ssp245,102.6
2041-02,Punjab,Lahore,ssp245,125.0
2041-03,Punjab,Lahore,ssp245,112.7
2041-04,Punjab,Lahore,ssp245,134.1
2041-05,Punjab,Lahore,ssp245,138.8
2041-06,Punjab,Lahore,ssp245,111.3
2041-07,Punjab,Lahore,ssp245,97.2
2041-08,Punjab,Lahore,ssp245,79.9
2041-09,Punjab,Lahore,ssp245,82.1
2041-10,Punjab,Lahore,ssp245,86.2
2041-11,Punjab,Lahore,ssp245,119.6
2041-12,Punjab,Lahore,ssp245,109.4
2042-01,Punjab,Lahore,ssp245,92.0
2042-02,Punjab,Lahore,ssp245,102.5
2042-03,Punjab,Lahore,ssp245,131.2
2042-04,Punjab,Lahore,ssp245,156.8
2042-05,Punjab,Lahore,ssp245,141.3
2042-06,Punjab,Lahore,ssp245,115.9
2042-07,Punjab,Lahore,ssp245,121.8
2042-08,Punjab,Lahore,ssp245,112.8
2042-09,Punjab,Lahore,ssp245,103.8
2042-10,Punjab,Lahore,ssp245,67.4
2042-11,Punjab,Lahore,ssp245,90.7
2042-12,Punjab,Lahore,ssp245,78.7
2043-01,Punjab,Lahore,ssp245,98.9
2043-02,Punjab,Lahore,ssp245,106.8
2043-03,Punjab,Lahore,ssp245,130.2
2043-04,Punjab,Lahore,ssp245,118.8
2043-05,Punjab,Lahore,ssp245,143.8
2043-06,Punjab,Lahore,ssp245,123.5
2043-07,Punjab,Lahore,ssp245,98.6
2043-08,Punjab,Lahore,ssp245,102.2
2043-09,Punjab,Lahore,ssp245,105.6
2043-10,Punjab,Lahore,ssp245,86.6
2043-11,Punjab,Lahore,ssp245,78.4
2043-12,Punjab,Lahore,ssp245,92.6
2044-01,Punjab,Lahore,ssp245,108.9
2044-02,Punjab,Lahore,ssp245,115.2
2044-03,Punjab,Lahore,ssp245,112.4
2044-04,Punjab,Lahore,ssp245,133.5
2044-05,Punjab,Lahore,ssp245,150.8
2044-06,Punjab,Lahore,ssp245,113.9
2044-07,Punjab,Lahore,ssp245,85.8
2044-08,Punjab,Lahore,ssp245,95.8
2044-09,Punjab,Lahore,ssp245,101.0
2044-10,Punjab,Lahore,ssp245,60.9
2044-11,Punjab,Lahore,ssp245,89.4
2044-12,Punjab,Lahore,ssp245,102.5
2045-01,Punjab,Lahore,ssp245,118.2
2045-02,Punjab,Lahore,ssp245,132.4
2045-03,Punjab,Lahore,ssp245,143.4
2045-04,Punjab,Lahore,ssp245,118.9
2045-05,Punjab,Lahore,ssp245,143.6
2045-06,Punjab,Lahore,ssp245,143.4
2045-07,Punjab,Lahore,ssp245,108.8
2045-08,Punjab,Lahore,ssp245,102.7
2045-09,Punjab,Lahore,ssp245,74.6
2045-10,Punjab,Lahore,ssp245,100.9
2045-11,Punjab,Lahore,ssp245,79.9
2045-12,Punjab,Lahore,ssp245,119.5
2046-01,Punjab,Lahore,ssp245,107.3
2046-02,Punjab,Lahore,ssp245,135.0
2046-03,Punjab,Lahore,ssp245,129.6
2046-04,Punjab,Lahore,ssp245,164.6
2046-05,Punjab,Lahore,ssp245,111.1
2046-06,Punjab,Lahore,ssp245,131.3
2046-07,Punjab,Lahore,ssp245,85.8
2046-08,Punjab,Lahore,ssp245,83.3
2046-09,Punjab,Lahore,ssp245,113.2
2046-10,Punjab,Lahore,ssp245,96.8
2046-11,Punjab,Lahore,ssp245,62.9
2046-12,Punjab,Lahore,ssp245,99.1
2047-01,Punjab,Lahore,ssp245,105.1
2047-02,Punjab,Lahore,ssp245,134.5
2047-03,Punjab,Lahore,ssp245,161.4
2047-04,Punjab,Lahore,ssp245,149.7
2047-05,Punjab,Lahore,ssp245,143.2
2047-06,Punjab,Lahore,ssp245,134.0
2047-07,Punjab,Lahore,ssp245,99.5
2047-08,Punjab,Lahore,ssp245,108.8
2047-09,Punjab,Lahore,ssp245,101.6
2047-10,Punjab,Lahore,ssp245,78.1
2047-11,Punjab,Lahore,ssp245,81.5
2047-12,Punjab,Lahore,ssp245,118.8
2048-01,Punjab,Lahore,ssp245,116.8
2048-02,Punjab,Lahore,ssp245,113.4
2048-03,Punjab,Lahore,ssp245,132.9
2048-04,Punjab,Lahore,ssp245,136.3
2048-05,Punjab,Lahore,ssp245,137.7
2048-06,Punjab,Lahore,ssp245,127.5
2048-07,Punjab,Lahore,ssp245,111.4
2048-08,Punjab,Lahore,ssp245,122.4
2048-09,Punjab,Lahore,ssp245,101.4
2048-10,Punjab,Lahore,ssp245,106.1
2048-11,Punjab,Lahore,ssp245,68.9
2048-12,Punjab,Lahore,ssp245,102.5
2049-01,Punjab,Lahore,ssp245,130.3
2049-02,Punjab,Lahore,ssp245,138.5
2049-03,Punjab,Lahore,ssp245,130.6
2049-04,Punjab,Lahore,ssp245,133.4
2049-05,Punjab,Lahore,ssp245,151.9
2049-06,Punjab,Lahore,ssp245,126.7
2049-07,Punjab,Lahore,ssp245,123.9
2049-08,Punjab,Lahore,ssp245,103.7
2049-09,Punjab,Lahore,ssp245,90.1
2049-10,Punjab,Lahore,ssp245,89.5
2049-11,Punjab,Lahore,ssp245,81.0
2049-12,Punjab,Lahore,ssp245,124.0
2050-01,Punjab,Lahore,ssp245,123.1
2050-02,Punjab,Lahore,ssp245,148.1
2050-03,Punjab,Lahore,ssp245,133.5
2050-04,Punjab,Lahore,ssp245,137.1
2050-05,Punjab,Lahore,ssp245,136.4
2050-06,Punjab,Lahore,ssp245,119.2
2050-07,Punjab,Lahore,ssp245,125.3
2050-08,Punjab,Lahore,ssp245,111.9
2050-09,Punjab,Lahore,ssp245,85.9
2050-10,Punjab,Lahore,ssp245,84.8
2050-11,Punjab,Lahore,ssp245,97.6
2050-12,Punjab,Lahore,ssp245,93.3
2051-01,Punjab,Lahore,ssp245,111.7
2051-02,Punjab,Lahore,ssp245,151.2
2051-03,Punjab,Lahore,ssp245,131.6
2051-04,Punjab,Lahore,ssp245,138.4
2051-05,Punjab,Lahore,ssp245,173.8
2051-06,Punjab,Lahore,ssp245,103.8
2051-07,Punjab,Lahore,ssp245,102.2
2051-08,Punjab,Lahore,ssp245,126.9
2051-09,Punjab,Lahore,ssp245,88.2
2051-10,Punjab,Lahore,ssp245,96.3
2051-11,Punjab,Lahore,ssp245,121.1
2051-12,Punjab,Lahore,ssp245,94.7
2052-01,Punjab,Lahore,ssp245,110.3
2052-02,Punjab,Lahore,ssp245,137.3
2052-03,Punjab,Lahore,ssp245,141.3
2052-04,Punjab,Lahore,ssp245,139.3
2052-05,Punjab,Lahore,ssp245,140.7
2052-06,Punjab,Lahore,ssp245,115.1
2052-07,Punjab,Lahore,ssp245,124.5
2052-08,Punjab,Lahore,ssp245,115.4
2052-09,Punjab,Lahore,ssp245,92.4
2052-10,Punjab,Lahore,ssp245,87.9
2052-11,Punjab,Lahore,ssp245,101.7
2052-12,Punjab,Lahore,ssp245,97.9
2053-01,Punjab,Lahore,ssp245,114.9
2053-02,Punjab,Lahore,ssp245,132.0
2053-03,Punjab,Lahore,ssp245,162.2
2053-04,Punjab,Lahore,ssp245,146.4
2053-05,Punjab,Lahore,ssp245,141.9
2053-06,Punjab,Lahore,ssp245,131.1
2053-07,Punjab,Lahore,ssp245,114.4
2053-08,Punjab,Lahore,ssp245,93.1
2053-09,Punjab,Lahore,ssp245,83.5
2053-10,Punjab,Lahore,ssp245,102.9
2053-11,Punjab,Lahore,ssp245,88.2
2053-12,Punjab,Lahore,ssp245,107.1
2054-01,Punjab,Lahore,ssp245,113.7
2054-02,Punjab,Lahore,ssp245,116.7
2054-03,Punjab,Lahore,ssp245,138.2
2054-04,Punjab,Lahore,ssp245,166.0
2054-05,Punjab,Lahore,ssp245,139.0
2054-06,Punjab,Lahore,ssp245,125.5
2054-07,Punjab,Lahore,ssp245,114.8
2054-08,Punjab,Lahore,ssp245,102.2
2054-09,Punjab,Lahore,ssp245,99.3
2054-10,Punjab,Lahore,ssp245,87.4
2054-11,Punjab,Lahore,ssp245,95.3
2054-12,Punjab,Lahore,ssp245,100.5
2055-01,Punjab,Lahore,ssp245,125.5
2055-02,Punjab,Lahore,ssp245,138.9
2055-03,Punjab,Lahore,ssp245,147.9
2055-04,Punjab,Lahore,ssp245,157.1
2055-05,Punjab,Lahore,ssp245,144.0
2055-06,Punjab,Lahore,ssp245,150.8
2055-07,Punjab,Lahore,ssp245,127.3
2055-08,Punjab,Lahore,ssp245,126.7
2055-09,Punjab,Lahore,ssp245,96.3
2055-10,Punjab,Lahore,ssp245,97.2
2055-11,Punjab,Lahore,ssp245,88.7
